as_of_date,invoice_id,customer_id,due_date,open_amount,currency,days_past_due,aging_bucket,is_disputed_open
2026-03-01,INV-102963,CUST-1071,2026-01-24,26922.76,USD,116,90+,True
2026-03-01,INV-102964,CUST-1199,2025-10-09,78229.63,USD,34,31-60,False
2026-03-01,INV-102965,CUST-1188,2026-01-13,25351.77,USD,77,61-90,False
2026-03-01,INV-102966,CUST-1108,2025-12-17,24472.5,USD,1,1-30,False
2026-03-01,INV-102967,CUST-1011,2026-03-10,32519.79,USD,17,1-30,False
2026-03-01,INV-102968,CUST-1188,2025-12-26,27499.08,USD,34,31-60,True
2026-03-01,INV-102969,CUST-1160,2025-10-21,28485.33,USD,8,1-30,False
2026-03-01,INV-102970,CUST-1044,2025-11-24,46103.58,USD,138,90+,True
2026-03-01,INV-102971,CUST-1089,2025-12-15,34021.98,USD,66,61-90,False
2026-03-01,INV-102972,CUST-1102,2026-02-07,21339.47,USD,68,61-90,False
2026-03-01,INV-102973,CUST-1196,2026-02-18,39275.86,USD,104,90+,False
2026-03-01,INV-102974,CUST-1007,2026-02-03,45856.31,USD,37,31-60,False
2026-03-01,INV-102975,CUST-1152,2026-02-09,12329.3,USD,69,61-90,False
2026-03-01,INV-102976,CUST-1090,2025-12-23,18488.15,USD,80,61-90,False
2026-03-01,INV-102977,CUST-1173,2026-03-27,7897.76,USD,65,61-90,False
2026-03-01,INV-102978,CUST-1086,2026-01-23,13473.63,USD,40,31-60,False
2026-03-01,INV-102979,CUST-1157,2025-11-17,63157.55,USD,23,1-30,False
2026-03-01,INV-102980,CUST-1174,2026-01-31,104660.65,USD,4,1-30,False
2026-03-01,INV-102981,CUST-1176,2025-12-17,21978.81,USD,20,1-30,False
2026-03-01,INV-102982,CUST-1174,2025-10-30,14981.38,USD,5,1-30,False
2026-03-01,INV-102983,CUST-1083,2025-10-29,58407.13,USD,131,90+,False
2026-03-01,INV-102984,CUST-1081,2026-02-13,36682.2,USD,8,1-30,False
2026-03-01,INV-102985,CUST-1145,2026-02-17,72936.0,USD,68,61-90,False
2026-03-01,INV-102986,CUST-1193,2025-11-10,20286.42,USD,67,61-90,False
2026-03-01,INV-102987,CUST-1067,2025-10-26,28636.74,USD,125,90+,False
2026-03-01,INV-102988,CUST-1160,2025-11-19,12493.77,USD,136,90+,False
2026-03-01,INV-102989,CUST-1126,2025-10-02,31443.99,USD,145,90+,False
2026-03-01,INV-102990,CUST-1163,2025-11-24,22461.16,USD,58,31-60,False
2026-03-01,INV-102991,CUST-1081,2026-01-12,51670.67,USD,79,61-90,False
2026-03-01,INV-102992,CUST-1146,2025-10-14,34803.73,USD,28,1-30,False
2026-03-01,INV-102993,CUST-1155,2026-02-11,136982.26,USD,50,31-60,True
2026-03-01,INV-102994,CUST-1167,2026-02-05,12358.91,USD,35,31-60,False
2026-03-01,INV-102995,CUST-1083,2026-01-12,125339.54,USD,75,61-90,False
2026-03-01,INV-102996,CUST-1112,2026-01-03,49037.67,USD,104,90+,False
2026-03-01,INV-102997,CUST-1075,2025-12-20,19453.41,USD,44,31-60,False
2026-03-01,INV-102998,CUST-1121,2025-11-30,17258.17,USD,100,90+,False
2026-03-01,INV-102999,CUST-1142,2025-10-12,86617.21,USD,103,90+,False
2026-03-01,INV-103000,CUST-1040,2025-10-13,63523.51,USD,5,1-30,False
2026-03-01,INV-103001,CUST-1166,2026-02-24,66912.53,USD,35,31-60,False
2026-03-01,INV-103002,CUST-1001,2026-03-21,36741.0,USD,143,90+,False
2026-03-01,INV-103003,CUST-1190,2025-12-28,62702.78,USD,21,1-30,True
2026-03-01,INV-103004,CUST-1028,2026-01-03,42924.07,USD,68,61-90,True
2026-03-01,INV-103005,CUST-1104,2025-11-28,43916.25,USD,68,61-90,False
2026-03-01,INV-103006,CUST-1193,2025-11-06,9215.45,USD,62,61-90,False
2026-03-01,INV-103007,CUST-1050,2025-10-25,11238.07,USD,74,61-90,False
2026-03-01,INV-103008,CUST-1074,2025-10-16,14070.58,USD,106,90+,False
2026-03-01,INV-103009,CUST-1009,2026-03-15,13012.74,USD,18,1-30,False
2026-03-01,INV-103010,CUST-1141,2026-03-20,3090.18,USD,101,90+,False
2026-03-01,INV-103011,CUST-1050,2025-12-26,14501.49,USD,125,90+,False
2026-03-01,INV-103012,CUST-1117,2026-02-19,37682.21,USD,126,90+,False
2026-03-01,INV-103013,CUST-1120,2026-02-11,78815.01,USD,145,90+,False
2026-03-01,INV-103014,CUST-1038,2025-10-23,24944.06,USD,113,90+,False
2026-03-01,INV-103015,CUST-1027,2026-02-03,29902.94,USD,72,61-90,False
2026-03-01,INV-103016,CUST-1002,2025-11-29,36434.25,USD,113,90+,False
2026-03-01,INV-103017,CUST-1083,2026-02-17,9365.08,USD,144,90+,False
2026-03-01,INV-103018,CUST-1197,2026-02-18,6201.59,USD,40,31-60,False
2026-03-01,INV-103019,CUST-1154,2026-01-08,55423.69,USD,81,61-90,False
2026-03-01,INV-103020,CUST-1116,2026-01-11,39451.47,USD,76,61-90,False
2026-03-01,INV-103021,CUST-1001,2026-02-11,8334.48,USD,27,1-30,False
2026-03-01,INV-103022,CUST-1092,2025-12-02,91670.75,USD,109,90+,False
2026-03-01,INV-103023,CUST-1165,2025-11-07,34149.55,USD,20,1-30,False
2026-03-01,INV-103024,CUST-1130,2026-02-05,17522.6,USD,129,90+,False
2026-03-01,INV-103025,CUST-1143,2025-11-19,21355.33,USD,5,1-30,False
2026-03-01,INV-103026,CUST-1093,2026-03-29,30544.17,USD,51,31-60,False
2026-03-01,INV-103027,CUST-1039,2025-11-09,117338.94,USD,4,1-30,False
2026-03-01,INV-103028,CUST-1001,2025-10-08,48640.96,USD,42,31-60,False
2026-03-01,INV-103029,CUST-1080,2025-10-08,113756.34,USD,95,90+,False
2026-03-01,INV-103030,CUST-1168,2026-01-12,62002.62,USD,100,90+,False
2026-03-01,INV-103031,CUST-1011,2025-11-03,50968.2,USD,113,90+,False
2026-03-01,INV-103032,CUST-1162,2025-11-26,2792.72,USD,39,31-60,False
2026-03-01,INV-103033,CUST-1064,2026-03-23,27971.08,USD,138,90+,False
2026-03-01,INV-103034,CUST-1054,2025-10-22,8206.34,USD,141,90+,False
2026-03-01,INV-103035,CUST-1044,2025-12-26,15394.5,USD,1,1-30,False
2026-03-01,INV-103036,CUST-1100,2025-11-09,38795.99,USD,62,61-90,False
2026-03-01,INV-103037,CUST-1061,2026-03-22,25162.11,USD,118,90+,False
2026-03-01,INV-103038,CUST-1048,2026-03-28,55847.47,USD,145,90+,False
2026-03-01,INV-103039,CUST-1126,2025-12-25,20598.03,USD,93,90+,False
2026-03-01,INV-103040,CUST-1152,2026-02-10,18637.33,USD,78,61-90,False
2026-03-01,INV-103041,CUST-1022,2026-01-03,63443.46,USD,128,90+,False
2026-03-01,INV-103042,CUST-1151,2025-10-13,35987.11,USD,144,90+,True
2026-03-01,INV-103043,CUST-1037,2025-10-28,23456.49,USD,53,31-60,False
2026-03-01,INV-103044,CUST-1027,2025-12-23,60334.45,USD,121,90+,False
2026-03-01,INV-103045,CUST-1020,2025-12-01,46448.36,USD,123,90+,False
2026-03-01,INV-103046,CUST-1181,2026-01-01,122424.52,USD,65,61-90,False
2026-03-01,INV-103047,CUST-1106,2025-12-26,46826.63,USD,142,90+,False
2026-03-01,INV-103048,CUST-1145,2025-10-24,75332.19,USD,21,1-30,False
2026-03-01,INV-103049,CUST-1163,2026-01-06,88615.33,USD,19,1-30,False
2026-03-01,INV-103050,CUST-1098,2025-10-07,14652.61,USD,92,90+,False
2026-03-01,INV-103051,CUST-1172,2026-03-15,101616.3,USD,42,31-60,False
2026-03-01,INV-103052,CUST-1118,2025-11-06,30427.52,USD,20,1-30,False
2026-03-01,INV-103053,CUST-1072,2025-12-07,55720.7,USD,47,31-60,False
2026-03-01,INV-103054,CUST-1180,2026-03-19,82311.99,USD,65,61-90,True
2026-03-01,INV-103055,CUST-1121,2025-12-25,71405.44,USD,114,90+,False
2026-03-01,INV-103056,CUST-1029,2026-02-10,26225.69,USD,15,1-30,True
2026-03-01,INV-103057,CUST-1187,2026-03-27,46167.3,USD,20,1-30,False
2026-03-01,INV-103058,CUST-1107,2025-12-26,17796.31,USD,100,90+,False
2026-03-01,INV-103059,CUST-1097,2025-10-15,14590.42,USD,7,1-30,True
2026-03-01,INV-103060,CUST-1031,2026-01-31,39176.03,USD,109,90+,False
2026-03-01,INV-103061,CUST-1194,2026-01-15,43827.1,USD,85,61-90,False
2026-03-01,INV-103062,CUST-1194,2026-03-02,18285.03,USD,57,31-60,False
2026-03-01,INV-103063,CUST-1155,2025-12-28,102424.26,USD,4,1-30,False
2026-03-01,INV-103064,CUST-1171,2026-02-02,44185.36,USD,110,90+,False
2026-03-01,INV-103065,CUST-1078,2026-01-21,30606.68,USD,108,90+,False
2026-03-01,INV-103066,CUST-1040,2026-02-14,11269.47,USD,29,1-30,False
2026-03-01,INV-103067,CUST-1062,2026-03-15,22538.44,USD,94,90+,True
2026-03-01,INV-103068,CUST-1022,2026-02-27,25273.02,USD,8,1-30,False
2026-03-01,INV-103069,CUST-1103,2026-01-15,30254.11,USD,94,90+,False
2026-03-01,INV-103070,CUST-1074,2025-12-26,36667.01,USD,94,90+,False
2026-03-01,INV-103071,CUST-1047,2026-03-26,65827.48,USD,40,31-60,False
2026-03-01,INV-103072,CUST-1159,2025-12-07,23832.29,USD,50,31-60,False
2026-03-01,INV-103073,CUST-1056,2025-10-15,17897.2,USD,60,31-60,False
2026-03-01,INV-103074,CUST-1117,2025-12-04,7902.91,USD,5,1-30,False
2026-03-01,INV-103075,CUST-1099,2025-11-23,88663.88,USD,118,90+,False
2026-03-01,INV-103076,CUST-1123,2026-03-07,49739.46,USD,25,1-30,False
2026-03-01,INV-103077,CUST-1160,2026-01-01,279.03,USD,5,1-30,False
2026-03-01,INV-103078,CUST-1151,2025-10-20,39551.02,USD,52,31-60,False
2026-03-01,INV-103079,CUST-1166,2025-11-02,96004.31,USD,60,31-60,False
2026-03-01,INV-103080,CUST-1033,2026-01-08,30398.25,USD,93,90+,False
2026-03-01,INV-103081,CUST-1183,2025-12-16,46872.83,USD,39,31-60,False
2026-03-01,INV-103082,CUST-1155,2026-02-12,13180.55,USD,23,1-30,False
2026-03-01,INV-103083,CUST-1164,2026-02-13,6542.79,USD,91,90+,False
2026-03-01,INV-103084,CUST-1006,2026-03-05,45524.21,USD,44,31-60,True
2026-03-01,INV-103085,CUST-1195,2026-03-22,37614.04,USD,37,31-60,False
2026-03-01,INV-103086,CUST-1164,2026-01-15,79805.95,USD,107,90+,False
2026-03-01,INV-103087,CUST-1055,2026-01-28,34052.13,USD,135,90+,False
2026-03-01,INV-103088,CUST-1064,2025-12-13,37283.35,USD,63,61-90,False
2026-03-01,INV-103089,CUST-1192,2025-10-11,33832.42,USD,86,61-90,False
2026-03-01,INV-103090,CUST-1046,2025-10-31,85685.24,USD,106,90+,False
2026-03-01,INV-103091,CUST-1147,2025-10-12,77605.98,USD,50,31-60,False
2026-03-01,INV-103092,CUST-1018,2026-02-01,32417.83,USD,5,1-30,False
2026-03-01,INV-103093,CUST-1156,2025-12-17,40257.57,USD,84,61-90,False
2026-03-01,INV-103094,CUST-1187,2026-03-28,19210.91,USD,35,31-60,False
2026-03-01,INV-103095,CUST-1145,2026-03-21,26054.5,USD,88,61-90,False
2026-03-01,INV-103096,CUST-1162,2026-01-04,12850.36,USD,98,90+,True
2026-03-01,INV-103097,CUST-1170,2025-11-19,59947.96,USD,146,90+,False
2026-03-01,INV-103098,CUST-1125,2026-01-25,27994.44,USD,36,31-60,False
2026-03-01,INV-103099,CUST-1138,2025-10-17,88593.73,USD,16,1-30,False
2026-03-01,INV-103100,CUST-1048,2026-03-12,27491.73,USD,15,1-30,False
2026-03-01,INV-103101,CUST-1112,2026-02-06,12464.0,USD,48,31-60,False
2026-03-01,INV-103102,CUST-1037,2026-03-06,27451.22,USD,93,90+,False
2026-03-01,INV-103103,CUST-1063,2026-03-28,19301.98,USD,50,31-60,False
2026-03-01,INV-103104,CUST-1068,2025-12-03,97121.1,USD,4,1-30,False
2026-03-01,INV-103105,CUST-1135,2026-02-09,57639.59,USD,96,90+,True
2026-03-01,INV-103106,CUST-1161,2025-12-26,85245.16,USD,72,61-90,False
2026-03-01,INV-103107,CUST-1175,2026-03-05,42692.89,USD,144,90+,False
2026-03-01,INV-103108,CUST-1115,2025-10-16,126911.57,USD,139,90+,False
2026-03-01,INV-103109,CUST-1183,2025-12-02,26512.53,USD,55,31-60,False
2026-03-01,INV-103110,CUST-1064,2025-12-15,14538.44,USD,121,90+,False
2026-03-01,INV-103111,CUST-1030,2025-12-24,25083.98,USD,125,90+,False
2026-03-01,INV-103112,CUST-1131,2026-01-17,66439.76,USD,78,61-90,True
2026-03-01,INV-103113,CUST-1112,2025-10-17,37996.41,USD,15,1-30,False
2026-03-01,INV-103114,CUST-1108,2026-03-17,30233.18,USD,125,90+,False
2026-03-01,INV-103115,CUST-1177,2026-02-18,22607.07,USD,86,61-90,False
2026-03-01,INV-103116,CUST-1068,2026-03-29,14017.92,USD,21,1-30,False
2026-03-01,INV-103117,CUST-1157,2025-11-27,60178.07,USD,109,90+,False
2026-03-01,INV-103118,CUST-1119,2026-03-14,16956.43,USD,94,90+,False
2026-03-01,INV-103119,CUST-1087,2025-12-18,2330.44,USD,42,31-60,False
2026-03-01,INV-103120,CUST-1186,2025-11-30,38570.11,USD,78,61-90,False
2026-03-01,INV-103121,CUST-1066,2026-01-21,44128.1,USD,20,1-30,False
2026-03-01,INV-103122,CUST-1074,2026-01-29,67840.0,USD,122,90+,False
2026-03-01,INV-103123,CUST-1044,2025-11-03,23215.08,USD,7,1-30,False
2026-03-01,INV-103124,CUST-1003,2025-12-09,52079.36,USD,48,31-60,False
2026-03-01,INV-103125,CUST-1153,2025-10-17,53637.99,USD,124,90+,False
2026-03-01,INV-103126,CUST-1154,2025-10-20,130668.65,USD,105,90+,False
2026-03-01,INV-103127,CUST-1173,2025-11-28,25899.32,USD,133,90+,False
2026-03-01,INV-103128,CUST-1106,2025-12-08,32100.28,USD,80,61-90,False
2026-03-01,INV-103129,CUST-1191,2026-03-10,37733.57,USD,103,90+,False
2026-03-01,INV-103130,CUST-1050,2026-01-10,87056.15,USD,108,90+,False
2026-03-01,INV-103131,CUST-1049,2026-01-28,87821.72,USD,124,90+,False
2026-03-01,INV-103132,CUST-1005,2026-02-22,45106.41,USD,91,90+,False
2026-03-01,INV-103133,CUST-1058,2025-11-26,31879.38,USD,120,90+,False
2026-03-01,INV-103134,CUST-1124,2025-12-22,17347.59,USD,110,90+,True
2026-03-01,INV-103135,CUST-1142,2026-02-06,94830.12,USD,22,1-30,False
2026-03-01,INV-103136,CUST-1029,2025-10-13,61345.92,USD,109,90+,False
2026-03-01,INV-103137,CUST-1169,2026-03-04,86098.83,USD,74,61-90,False
2026-03-01,INV-103138,CUST-1121,2025-10-06,44754.6,USD,61,61-90,False
2026-03-01,INV-103139,CUST-1124,2026-01-05,15375.83,USD,95,90+,False
2026-03-01,INV-103140,CUST-1036,2026-01-02,52730.43,USD,56,31-60,False
2026-03-01,INV-103141,CUST-1169,2026-01-18,9583.47,USD,101,90+,False
2026-03-01,INV-103142,CUST-1123,2026-02-28,7919.39,USD,69,61-90,False
2026-03-01,INV-103143,CUST-1100,2026-02-15,52612.86,USD,64,61-90,False
2026-03-01,INV-103144,CUST-1034,2025-11-20,17925.13,USD,36,31-60,False
2026-03-01,INV-103145,CUST-1086,2026-02-24,36713.99,USD,67,61-90,False
2026-03-01,INV-103146,CUST-1133,2025-11-20,55897.36,USD,74,61-90,False
2026-03-01,INV-103147,CUST-1195,2025-12-26,57940.8,USD,16,1-30,False
2026-03-01,INV-103148,CUST-1017,2025-12-07,20347.21,USD,134,90+,True
2026-03-01,INV-103149,CUST-1112,2025-12-23,90347.69,USD,51,31-60,False
2026-03-01,INV-103150,CUST-1028,2025-11-11,17853.49,USD,129,90+,False
2026-03-01,INV-103151,CUST-1076,2025-11-26,118289.59,USD,36,31-60,False
2026-03-01,INV-103152,CUST-1058,2026-03-15,87203.57,USD,56,31-60,False
2026-03-01,INV-103153,CUST-1174,2025-12-01,15400.63,USD,100,90+,True
2026-03-01,INV-103154,CUST-1125,2025-10-07,10325.24,USD,9,1-30,False
2026-03-01,INV-103155,CUST-1144,2026-01-20,42308.23,USD,80,61-90,False
2026-03-01,INV-103156,CUST-1108,2026-03-27,53015.14,USD,89,61-90,False
2026-03-01,INV-103157,CUST-1021,2026-03-29,62228.18,USD,132,90+,False
2026-03-01,INV-103158,CUST-1067,2025-10-26,5203.28,USD,132,90+,False
2026-03-01,INV-103159,CUST-1068,2026-03-03,30581.42,USD,119,90+,False
2026-03-01,INV-103160,CUST-1164,2025-10-19,23988.7,USD,101,90+,False
2026-03-01,INV-103161,CUST-1048,2025-10-09,11510.01,USD,26,1-30,False
2026-03-01,INV-103162,CUST-1140,2025-11-30,10390.21,USD,4,1-30,False
2026-03-01,INV-103163,CUST-1161,2025-10-20,10984.09,USD,60,31-60,False
2026-03-01,INV-103164,CUST-1108,2026-01-14,77885.95,USD,135,90+,False
2026-03-01,INV-103165,CUST-1085,2025-11-19,23934.64,USD,96,90+,False
2026-03-01,INV-103166,CUST-1052,2025-12-20,24381.87,USD,148,90+,False
2026-03-01,INV-103167,CUST-1122,2026-02-27,23549.69,USD,20,1-30,False
2026-03-01,INV-103168,CUST-1086,2026-02-18,30648.0,USD,50,31-60,False
2026-03-01,INV-103169,CUST-1178,2026-02-17,34678.27,USD,78,61-90,False
2026-03-01,INV-103170,CUST-1130,2025-10-10,23243.76,USD,58,31-60,False
2026-03-01,INV-103171,CUST-1041,2025-12-04,36683.23,USD,1,1-30,False
2026-03-01,INV-103172,CUST-1097,2026-03-07,50089.3,USD,57,31-60,False
2026-03-01,INV-103173,CUST-1159,2025-10-08,67408.24,USD,19,1-30,False
2026-03-01,INV-103174,CUST-1108,2026-02-26,23873.81,USD,132,90+,False
2026-03-01,INV-103175,CUST-1050,2025-10-22,8178.56,USD,88,61-90,False
2026-03-01,INV-103176,CUST-1084,2025-10-18,79233.74,USD,137,90+,False
2026-03-01,INV-103177,CUST-1173,2026-03-25,5011.35,USD,104,90+,False
2026-03-01,INV-103178,CUST-1126,2026-03-21,30899.28,USD,111,90+,False
2026-03-01,INV-103179,CUST-1020,2025-10-09,24039.78,USD,128,90+,False
2026-03-01,INV-103180,CUST-1043,2025-11-23,24950.55,USD,97,90+,False
2026-03-01,INV-103181,CUST-1138,2025-10-26,28722.5,USD,13,1-30,False
2026-03-01,INV-103182,CUST-1102,2026-01-02,45027.45,USD,20,1-30,False
2026-03-01,INV-103183,CUST-1067,2026-01-08,43070.11,USD,15,1-30,False
2026-03-01,INV-103184,CUST-1128,2025-10-26,53425.91,USD,63,61-90,False
2026-03-01,INV-103185,CUST-1091,2025-11-03,22218.2,USD,83,61-90,True
2026-03-01,INV-103186,CUST-1190,2025-10-08,54110.1,USD,72,61-90,False
2026-03-01,INV-103187,CUST-1023,2026-02-15,42707.28,USD,59,31-60,False
2026-03-01,INV-103188,CUST-1124,2025-11-17,32250.71,USD,97,90+,False
2026-03-01,INV-103189,CUST-1140,2026-01-15,52515.97,USD,146,90+,False
2026-03-01,INV-103190,CUST-1110,2025-11-23,87187.69,USD,46,31-60,False
2026-03-01,INV-103191,CUST-1097,2026-03-17,38588.54,USD,46,31-60,True
2026-03-01,INV-103192,CUST-1138,2026-01-27,12269.21,USD,32,31-60,False
2026-03-01,INV-103193,CUST-1178,2026-02-20,22564.92,USD,20,1-30,False
2026-03-01,INV-103194,CUST-1016,2025-12-20,25703.99,USD,94,90+,False
2026-03-01,INV-103195,CUST-1098,2026-02-23,87773.09,USD,62,61-90,False
2026-03-01,INV-103196,CUST-1081,2026-01-04,22243.79,USD,41,31-60,False
2026-03-01,INV-103197,CUST-1103,2026-01-10,5770.44,USD,104,90+,False
2026-03-01,INV-103198,CUST-1151,2026-02-28,38166.54,USD,125,90+,False
2026-03-01,INV-103199,CUST-1018,2025-12-01,9903.91,USD,114,90+,False
2026-03-01,INV-103200,CUST-1164,2025-11-15,8514.38,USD,42,31-60,False
2026-03-01,INV-103201,CUST-1084,2025-12-26,133764.28,USD,67,61-90,False
2026-03-01,INV-103202,CUST-1007,2026-01-07,8569.01,USD,25,1-30,False
2026-03-01,INV-103203,CUST-1027,2025-11-08,59374.76,USD,107,90+,False
2026-03-01,INV-103204,CUST-1004,2026-02-20,97110.47,USD,32,31-60,False
2026-03-01,INV-103205,CUST-1144,2025-11-22,9957.42,USD,48,31-60,False
2026-03-01,INV-103206,CUST-1100,2025-12-19,70066.63,USD,83,61-90,False
2026-03-01,INV-103207,CUST-1163,2025-10-16,45823.86,USD,40,31-60,False
2026-03-01,INV-103208,CUST-1117,2026-01-12,41749.85,USD,35,31-60,False
2026-03-01,INV-103209,CUST-1146,2025-12-09,6705.26,USD,94,90+,False
2026-03-01,INV-103210,CUST-1063,2026-02-18,39091.96,USD,118,90+,False
2026-03-01,INV-103211,CUST-1090,2026-01-16,51917.81,USD,149,90+,False
2026-03-01,INV-103212,CUST-1116,2025-11-16,53552.74,USD,82,61-90,False
2026-03-01,INV-103213,CUST-1097,2025-10-09,28035.06,USD,19,1-30,False
2026-03-01,INV-103214,CUST-1010,2025-11-03,49283.42,USD,86,61-90,False
2026-03-01,INV-103215,CUST-1053,2026-03-06,60927.55,USD,125,90+,False
2026-03-01,INV-103216,CUST-1172,2026-03-14,4861.84,USD,99,90+,False
2026-03-01,INV-103217,CUST-1046,2026-03-20,49083.32,USD,72,61-90,False
2026-03-01,INV-103218,CUST-1139,2025-12-25,18431.6,USD,15,1-30,False
2026-03-01,INV-103219,CUST-1148,2026-01-23,32784.56,USD,26,1-30,False
2026-03-01,INV-103220,CUST-1138,2025-12-03,56920.64,USD,44,31-60,False
2026-03-01,INV-103221,CUST-1004,2026-03-01,11510.43,USD,12,1-30,False
2026-03-01,INV-103222,CUST-1183,2025-11-03,33748.13,USD,1,1-30,False
2026-03-01,INV-103223,CUST-1019,2026-03-25,43493.81,USD,75,61-90,True
2026-03-01,INV-103224,CUST-1168,2025-10-12,18613.2,USD,104,90+,True
2026-03-01,INV-103225,CUST-1045,2026-02-28,27231.84,USD,96,90+,False
2026-03-01,INV-103226,CUST-1011,2026-01-05,18306.13,USD,86,61-90,False
2026-03-01,INV-103227,CUST-1069,2026-01-29,59570.0,USD,58,31-60,False
2026-03-01,INV-103228,CUST-1016,2026-02-18,19324.29,USD,13,1-30,False
2026-03-01,INV-103229,CUST-1114,2025-12-26,79082.99,USD,102,90+,False
2026-03-01,INV-103230,CUST-1146,2026-01-10,47826.67,USD,29,1-30,False
2026-03-01,INV-103231,CUST-1153,2026-01-04,60521.09,USD,109,90+,True
2026-03-01,INV-103232,CUST-1047,2026-03-22,25966.45,USD,97,90+,False
2026-03-01,INV-103233,CUST-1107,2026-01-22,13920.35,USD,8,1-30,False
2026-03-01,INV-103234,CUST-1051,2025-11-16,22488.54,USD,23,1-30,False
2026-03-01,INV-103235,CUST-1095,2025-11-27,3772.43,USD,111,90+,False
2026-03-01,INV-103236,CUST-1069,2026-02-10,39474.31,USD,40,31-60,False
2026-03-01,INV-103237,CUST-1182,2026-01-29,14317.45,USD,31,31-60,False
2026-03-01,INV-103238,CUST-1101,2026-01-26,11211.27,USD,20,1-30,False
2026-03-01,INV-103239,CUST-1074,2025-10-05,25403.78,USD,69,61-90,False
2026-03-01,INV-103240,CUST-1160,2026-01-04,36561.05,USD,110,90+,False
2026-03-01,INV-103241,CUST-1189,2025-10-21,84391.79,USD,88,61-90,False
2026-03-01,INV-103242,CUST-1150,2026-03-01,31789.85,USD,1,1-30,False
2026-03-01,INV-103243,CUST-1142,2026-02-05,18152.26,USD,55,31-60,False
2026-03-01,INV-103244,CUST-1154,2026-02-01,52847.71,USD,14,1-30,False
2026-03-01,INV-103245,CUST-1191,2026-02-23,38026.13,USD,17,1-30,False
2026-03-01,INV-103246,CUST-1178,2025-10-21,31862.85,USD,31,31-60,False
2026-03-01,INV-103247,CUST-1180,2025-11-23,68688.22,USD,13,1-30,False
2026-03-01,INV-103248,CUST-1081,2026-02-15,48882.89,USD,51,31-60,True
2026-03-01,INV-103249,CUST-1091,2026-03-01,11311.81,USD,21,1-30,True
2026-03-01,INV-103250,CUST-1178,2026-01-12,46998.93,USD,13,1-30,False
2026-03-01,INV-103251,CUST-1174,2026-01-19,34111.73,USD,33,31-60,True
2026-03-01,INV-103252,CUST-1003,2026-01-24,26204.35,USD,85,61-90,False
2026-03-01,INV-103253,CUST-1134,2025-11-26,13312.7,USD,55,31-60,False
2026-03-01,INV-103254,CUST-1108,2026-02-05,18296.3,USD,62,61-90,False
2026-03-01,INV-103255,CUST-1162,2026-02-28,19775.67,USD,143,90+,False
2026-03-01,INV-103256,CUST-1047,2026-02-27,3567.75,USD,79,61-90,False
2026-03-01,INV-103257,CUST-1072,2026-03-11,65125.14,USD,39,31-60,False
2026-03-01,INV-103258,CUST-1071,2026-01-28,37810.38,USD,37,31-60,False
2026-03-01,INV-103259,CUST-1115,2025-12-09,51354.86,USD,145,90+,False
2026-03-01,INV-103260,CUST-1172,2026-03-05,86979.7,USD,22,1-30,False
2026-03-01,INV-103261,CUST-1080,2026-01-03,20959.83,USD,109,90+,False
2026-03-01,INV-103262,CUST-1080,2026-01-07,16262.12,USD,47,31-60,False
2026-03-01,INV-103263,CUST-1112,2026-03-16,34245.14,USD,81,61-90,False
2026-03-01,INV-103264,CUST-1095,2025-11-11,30000.28,USD,112,90+,False
2026-03-01,INV-103265,CUST-1071,2026-02-28,42542.64,USD,21,1-30,False
2026-03-01,INV-103266,CUST-1146,2025-12-09,56591.84,USD,124,90+,False
2026-03-01,INV-103267,CUST-1062,2025-10-02,20624.97,USD,53,31-60,True
2026-03-01,INV-103268,CUST-1037,2026-03-01,6846.78,USD,39,31-60,False
2026-03-01,INV-103269,CUST-1066,2026-02-22,31412.61,USD,29,1-30,False
2026-03-01,INV-103270,CUST-1186,2026-01-17,60422.69,USD,41,31-60,False
2026-03-01,INV-103271,CUST-1068,2025-12-04,40186.01,USD,126,90+,False
2026-03-01,INV-103272,CUST-1012,2025-12-09,24983.86,USD,81,61-90,False
2026-03-01,INV-103273,CUST-1174,2025-12-08,13831.96,USD,52,31-60,False
2026-03-01,INV-103274,CUST-1188,2026-01-29,65655.53,USD,0,Current,False
2026-03-01,INV-103275,CUST-1030,2026-01-17,15642.53,USD,105,90+,False
2026-03-01,INV-103276,CUST-1113,2025-11-29,32016.75,USD,26,1-30,False
2026-03-01,INV-103277,CUST-1021,2026-03-27,34131.77,USD,16,1-30,False
2026-03-01,INV-103278,CUST-1092,2026-01-01,51548.32,USD,62,61-90,False
2026-03-01,INV-103279,CUST-1170,2025-10-12,8608.33,USD,127,90+,False
2026-03-01,INV-103280,CUST-1066,2026-01-11,66516.3,USD,120,90+,False
2026-03-01,INV-103281,CUST-1053,2026-03-24,36777.79,USD,121,90+,False
2026-03-01,INV-103282,CUST-1137,2026-01-20,41890.65,USD,126,90+,False
2026-03-01,INV-103283,CUST-1041,2025-12-04,24301.23,USD,121,90+,False
2026-03-01,INV-103284,CUST-1063,2026-03-04,17306.87,USD,65,61-90,True
2026-03-01,INV-103285,CUST-1125,2025-11-17,52007.88,USD,22,1-30,False
2026-03-01,INV-103286,CUST-1020,2025-12-27,55687.66,USD,147,90+,True
2026-03-01,INV-103287,CUST-1193,2025-12-01,25063.69,USD,35,31-60,False
2026-03-01,INV-103288,CUST-1168,2025-11-13,23270.39,USD,149,90+,False
2026-03-01,INV-103289,CUST-1151,2026-02-24,24215.13,USD,10,1-30,True
