payment_id,customer_id,invoice_id,payment_date,amount,payment_method,status
PAY-766,CUST-1017,INV-105623,2026-01-15,24877.63,Check,Completed
PAY-767,CUST-1172,INV-108190,2026-01-02,9345.77,Wire,Partial
PAY-768,CUST-1119,INV-105217,2026-02-03,10529.92,Wire,Completed
PAY-769,CUST-1096,INV-104147,2026-01-20,65066.08,Wire,Completed
PAY-770,CUST-1083,INV-107510,2026-01-30,10996.84,Wire,Completed
PAY-771,CUST-1192,INV-102857,2026-01-16,21615.14,ACH,Completed
PAY-772,CUST-1072,INV-104445,2026-02-13,112337.12,Wire,Completed
PAY-773,CUST-1064,INV-105137,2026-02-28,9218.5,Wire,Completed
PAY-774,CUST-1110,INV-106373,2026-01-04,29656.27,Wire,Completed
PAY-775,CUST-1026,INV-108905,2026-01-31,72802.34,Wire,Partial
PAY-776,CUST-1087,INV-107723,2026-01-26,43442.62,ACH,Completed
PAY-777,CUST-1187,INV-100609,2026-02-24,44163.38,Check,Partial
PAY-778,CUST-1186,INV-101504,2026-02-10,59729.34,Check,Partial
PAY-779,CUST-1152,INV-105531,2026-02-28,37271.78,Check,Completed
PAY-780,CUST-1161,INV-106531,2026-01-12,20259.41,ACH,Completed
PAY-781,CUST-1049,INV-108846,2026-01-02,30932.63,Check,Partial
PAY-782,CUST-1182,INV-106145,2026-01-08,30603.9,Wire,Partial
PAY-783,CUST-1137,INV-102939,2026-01-14,22589.5,ACH,Partial
PAY-784,CUST-1108,INV-100150,2026-01-24,3401.84,Check,Partial
PAY-785,CUST-1185,INV-108944,2026-02-12,16265.7,Check,Completed
PAY-786,CUST-1088,INV-107585,2026-02-09,53875.6,Check,Partial
PAY-787,CUST-1130,INV-105772,2026-02-10,11849.97,ACH,Completed
PAY-788,CUST-1085,INV-101191,2026-01-25,53537.91,ACH,Partial
PAY-789,CUST-1103,INV-107177,2026-02-27,14122.02,Wire,Partial
PAY-790,CUST-1109,INV-104995,2026-01-07,34589.75,ACH,Completed
PAY-791,CUST-1119,INV-103409,2026-02-01,16951.71,ACH,Partial
PAY-792,CUST-1087,INV-101890,2026-02-22,16806.86,Wire,Partial
PAY-793,CUST-1055,INV-100110,2026-01-23,7172.79,Check,Completed
PAY-794,CUST-1154,INV-106323,2026-02-15,40804.98,Check,Partial
PAY-795,CUST-1089,INV-100976,2026-02-08,14537.4,ACH,Partial
PAY-796,CUST-1143,INV-109626,2026-01-26,11057.9,Wire,Completed
PAY-797,CUST-1037,INV-107943,2026-02-11,14943.5,Check,Completed
PAY-798,CUST-1104,INV-104276,2026-01-07,20420.91,Wire,Partial
PAY-799,CUST-1180,INV-102133,2026-02-25,13491.66,Wire,Partial
PAY-800,CUST-1195,INV-101706,2026-02-16,22721.59,ACH,Completed
PAY-801,CUST-1022,INV-101629,2026-02-19,47283.97,Check,Completed
PAY-802,CUST-1082,INV-105042,2026-02-14,24082.84,Wire,Partial
PAY-803,CUST-1183,INV-107230,2026-01-04,38436.84,Check,Completed
PAY-804,CUST-1087,INV-107747,2026-02-13,78464.74,Check,Completed
PAY-805,CUST-1052,INV-103724,2026-01-25,11496.47,Check,Partial
PAY-806,CUST-1199,INV-105765,2026-02-21,50380.37,Check,Partial
PAY-807,CUST-1194,INV-104264,2026-01-18,25195.02,Wire,Completed
PAY-808,CUST-1146,INV-104412,2026-01-07,42051.96,Check,Completed
PAY-809,CUST-1003,INV-102451,2026-01-22,21325.5,Wire,Partial
PAY-810,CUST-1156,INV-100212,2026-01-04,32242.77,ACH,Completed
PAY-811,CUST-1172,INV-100633,2026-01-29,14927.26,ACH,Partial
PAY-812,CUST-1104,INV-106017,2026-01-24,15959.37,Wire,Completed
PAY-813,CUST-1020,INV-107913,2026-02-23,13871.0,ACH,Partial
PAY-814,CUST-1053,INV-109576,2026-02-09,16749.9,ACH,Partial
PAY-815,CUST-1125,INV-108863,2026-02-21,12958.87,Check,Partial
PAY-816,CUST-1108,INV-102170,2026-02-19,17180.32,Wire,Partial
PAY-817,CUST-1051,INV-101045,2026-03-01,93490.49,Wire,Completed
PAY-818,CUST-1145,INV-103289,2026-02-07,28083.46,Check,Completed
PAY-819,CUST-1144,INV-102600,2026-02-10,40563.23,ACH,Partial
PAY-820,CUST-1043,INV-100876,2026-01-12,15388.58,Check,Partial
PAY-821,CUST-1106,INV-100393,2026-01-09,8969.38,Wire,Completed
PAY-822,CUST-1151,INV-106700,2026-01-15,27000.93,Check,Completed
PAY-823,CUST-1112,INV-102571,2026-02-28,22599.5,Wire,Partial
PAY-824,CUST-1133,INV-101768,2026-01-13,57492.34,Wire,Completed
PAY-825,CUST-1154,INV-100232,2026-02-26,16511.59,ACH,Completed
PAY-826,CUST-1174,INV-103569,2026-01-30,49193.82,Wire,Completed
PAY-827,CUST-1173,INV-105905,2026-02-04,42666.0,ACH,Partial
PAY-828,CUST-1090,INV-100831,2026-02-04,968.32,Check,Completed
PAY-829,CUST-1090,INV-108278,2026-01-26,5683.59,ACH,Completed
PAY-830,CUST-1162,INV-107040,2026-01-19,9305.58,Check,Completed
PAY-831,CUST-1184,INV-106836,2026-01-21,51149.96,Check,Partial
PAY-832,CUST-1139,INV-105348,2026-01-21,10058.85,Check,Partial
PAY-833,CUST-1028,INV-107761,2026-01-13,37788.49,Wire,Completed
PAY-834,CUST-1056,INV-109426,2026-01-21,19313.99,ACH,Partial
PAY-835,CUST-1197,INV-108684,2026-01-24,17237.21,Check,Partial
PAY-836,CUST-1054,INV-105659,2026-01-26,32660.65,Check,Partial
PAY-837,CUST-1164,INV-108213,2026-02-13,14001.36,ACH,Partial
PAY-838,CUST-1070,INV-103877,2026-02-25,20158.76,Check,Completed
PAY-839,CUST-1197,INV-103382,2026-01-31,17841.51,Wire,Completed
PAY-840,CUST-1052,INV-100344,2026-01-30,91869.98,ACH,Partial
PAY-841,CUST-1013,INV-105999,2026-01-24,2979.01,Check,Partial
PAY-842,CUST-1020,INV-101160,2026-02-01,12210.53,ACH,Partial
PAY-843,CUST-1103,INV-100483,2026-01-30,53513.66,Wire,Partial
PAY-844,CUST-1013,INV-104017,2026-02-26,48334.19,Wire,Completed
PAY-845,CUST-1052,INV-101828,2026-01-26,31997.14,Check,Partial
PAY-846,CUST-1114,INV-106720,2026-02-07,9206.72,ACH,Partial
PAY-847,CUST-1095,INV-100315,2026-01-18,83568.67,Wire,Completed
PAY-848,CUST-1126,INV-104862,2026-02-10,15612.75,ACH,Completed
PAY-849,CUST-1194,INV-102329,2026-02-23,27001.62,ACH,Partial
PAY-850,CUST-1084,INV-109805,2026-02-18,9273.15,Check,Partial
PAY-851,CUST-1093,INV-104470,2026-03-01,11502.07,Wire,Partial
PAY-852,CUST-1175,INV-102100,2026-01-12,59437.2,Check,Completed
PAY-853,CUST-1110,INV-100808,2026-01-21,108793.62,ACH,Partial
PAY-854,CUST-1183,INV-104611,2026-01-23,1431.48,Check,Completed
PAY-855,CUST-1166,INV-108705,2026-01-28,30357.44,Check,Completed
PAY-856,CUST-1100,INV-102338,2026-03-01,14311.77,Wire,Partial
PAY-857,CUST-1168,INV-108186,2026-01-17,14733.81,ACH,Completed
PAY-858,CUST-1175,INV-105024,2026-01-15,24494.78,Check,Completed
PAY-859,CUST-1155,INV-104580,2026-01-23,43546.03,ACH,Completed
PAY-860,CUST-1001,INV-101896,2026-02-28,56953.97,Check,Completed
PAY-861,CUST-1021,INV-107601,2026-02-22,10720.96,Wire,Completed
PAY-862,CUST-1198,INV-102700,2026-02-22,35773.54,Check,Partial
PAY-863,CUST-1127,INV-107282,2026-02-03,34384.9,Wire,Completed
PAY-864,CUST-1095,INV-101138,2026-01-28,12657.17,Check,Completed
PAY-865,CUST-1122,INV-100123,2026-01-04,18343.67,Check,Partial
PAY-866,CUST-1188,INV-101626,2026-02-10,2410.04,Wire,Partial
PAY-867,CUST-1079,INV-101584,2026-01-12,18851.46,Check,Completed
PAY-868,CUST-1035,INV-103458,2026-01-02,27555.07,Check,Partial
PAY-869,CUST-1193,INV-104368,2026-01-25,38275.73,Wire,Partial
PAY-870,CUST-1080,INV-104760,2026-01-24,41390.25,Check,Partial
PAY-871,CUST-1048,INV-101405,2026-01-31,11794.29,ACH,Partial
PAY-872,CUST-1002,INV-101244,2026-01-04,15826.93,Check,Partial
PAY-873,CUST-1022,INV-105892,2026-02-13,4664.8,Wire,Completed
PAY-874,CUST-1186,INV-100198,2026-02-03,17113.84,Check,Partial
PAY-875,CUST-1100,INV-102130,2026-01-06,20718.5,ACH,Partial
PAY-876,CUST-1155,INV-105622,2026-01-31,27508.67,ACH,Completed
PAY-877,CUST-1108,INV-101330,2026-02-08,29587.21,Check,Partial
PAY-878,CUST-1104,INV-103344,2026-02-19,26946.88,Check,Completed
PAY-879,CUST-1071,INV-105757,2026-01-24,4168.86,Wire,Partial
PAY-880,CUST-1032,INV-109174,2026-01-25,66613.58,Check,Completed
PAY-881,CUST-1125,INV-103132,2026-01-05,22933.75,Wire,Partial
PAY-882,CUST-1067,INV-104442,2026-02-23,34694.67,ACH,Completed
PAY-883,CUST-1070,INV-106174,2026-02-23,40247.82,ACH,Completed
PAY-884,CUST-1010,INV-103598,2026-01-10,22981.34,ACH,Completed
PAY-885,CUST-1135,INV-101344,2026-01-18,9908.51,ACH,Completed
PAY-886,CUST-1019,INV-104840,2026-01-29,29802.25,Check,Partial
PAY-887,CUST-1061,INV-104928,2026-01-11,7850.42,Check,Partial
PAY-888,CUST-1170,INV-105919,2026-02-18,18798.67,Wire,Partial
PAY-889,CUST-1102,INV-103311,2026-01-30,64628.02,Wire,Partial
PAY-890,CUST-1091,INV-105269,2026-02-12,12966.65,ACH,Partial
PAY-891,CUST-1074,INV-100428,2026-01-05,16627.11,Wire,Completed
PAY-892,CUST-1113,INV-102298,2026-01-06,19511.63,Check,Completed
PAY-893,CUST-1120,INV-106154,2026-01-14,40889.19,Wire,Partial
PAY-894,CUST-1197,INV-102464,2026-01-16,37245.84,ACH,Partial
PAY-895,CUST-1006,INV-100576,2026-03-01,19967.85,Wire,Completed
PAY-896,CUST-1137,INV-108741,2026-01-14,67663.69,Check,Completed
PAY-897,CUST-1167,INV-104552,2026-02-02,33712.86,Wire,Partial
PAY-898,CUST-1003,INV-109484,2026-02-25,22696.29,ACH,Partial
PAY-899,CUST-1101,INV-105039,2026-02-06,36056.84,Check,Partial
PAY-900,CUST-1018,INV-104375,2026-01-05,27075.79,Wire,Completed
PAY-901,CUST-1109,INV-108995,2026-02-09,30441.88,ACH,Completed
PAY-902,CUST-1165,INV-103219,2026-01-14,3896.05,Wire,Completed
PAY-903,CUST-1021,INV-107722,2026-02-09,15034.43,Wire,Completed
PAY-904,CUST-1102,INV-109324,2026-01-09,49675.92,Check,Partial
PAY-905,CUST-1128,INV-104194,2026-01-27,15513.42,Check,Partial
PAY-906,CUST-1112,INV-109770,2026-02-21,9983.68,Check,Partial
PAY-907,CUST-1180,INV-100851,2026-01-03,26416.31,ACH,Partial
PAY-908,CUST-1148,INV-109319,2026-01-10,14758.16,Wire,Completed
PAY-909,CUST-1134,INV-104722,2026-02-17,31884.88,ACH,Partial
PAY-910,CUST-1006,INV-108765,2026-01-11,7626.79,Check,Partial
PAY-911,CUST-1076,INV-104721,2026-02-03,38309.63,ACH,Completed
PAY-912,CUST-1022,INV-109413,2026-01-01,36038.03,ACH,Partial
PAY-913,CUST-1187,INV-106907,2026-01-10,29910.64,Check,Completed
PAY-914,CUST-1089,INV-103993,2026-02-22,59690.47,Wire,Partial
PAY-915,CUST-1017,INV-101550,2026-01-06,9036.93,ACH,Partial
PAY-916,CUST-1116,INV-108825,2026-01-08,20070.2,Wire,Completed
PAY-917,CUST-1070,INV-109060,2026-01-31,24374.35,Check,Completed
PAY-918,CUST-1065,INV-107698,2026-01-06,14632.0,Wire,Completed
PAY-919,CUST-1052,INV-104983,2026-01-31,10096.99,Wire,Completed
PAY-920,CUST-1146,INV-106600,2026-02-03,36394.45,Wire,Partial
PAY-921,CUST-1191,INV-106586,2026-02-09,7011.9,Wire,Completed
PAY-922,CUST-1141,INV-109552,2026-02-22,5637.74,ACH,Partial
PAY-923,CUST-1024,INV-106542,2026-01-29,48212.08,ACH,Partial
PAY-924,CUST-1032,INV-106329,2026-01-03,34077.76,Check,Partial
PAY-925,CUST-1175,INV-103636,2026-01-22,29084.71,Check,Completed
PAY-926,CUST-1038,INV-103995,2026-01-12,58737.73,Check,Partial
PAY-927,CUST-1121,INV-109670,2026-02-07,86521.06,ACH,Completed
PAY-928,CUST-1111,INV-102013,2026-01-19,57315.77,ACH,Completed
PAY-929,CUST-1107,INV-106785,2026-01-07,15427.85,ACH,Partial
PAY-930,CUST-1132,INV-100657,2026-01-23,70485.72,Wire,Partial
PAY-931,CUST-1112,INV-100244,2026-02-24,17537.74,ACH,Partial
PAY-932,CUST-1148,INV-105113,2026-02-25,13142.77,ACH,Partial
PAY-933,CUST-1058,INV-103764,2026-02-28,21403.58,ACH,Partial
PAY-934,CUST-1119,INV-108327,2026-02-24,41159.38,Check,Partial
PAY-935,CUST-1076,INV-108396,2026-01-13,18021.47,Check,Completed
PAY-936,CUST-1013,INV-109075,2026-01-04,16907.79,Check,Partial
PAY-937,CUST-1190,INV-103732,2026-01-21,66280.39,ACH,Completed
PAY-938,CUST-1053,INV-105979,2026-01-14,41224.25,ACH,Partial
PAY-939,CUST-1172,INV-104651,2026-02-05,34505.24,Check,Partial
PAY-940,CUST-1177,INV-108006,2026-02-19,37999.68,Wire,Completed
PAY-941,CUST-1168,INV-106392,2026-01-07,16120.3,Check,Partial
PAY-942,CUST-1091,INV-109076,2026-01-13,11895.69,Wire,Completed
PAY-943,CUST-1126,INV-109174,2026-02-04,13284.74,Wire,Completed
PAY-944,CUST-1128,INV-108163,2026-02-18,76025.89,ACH,Partial
PAY-945,CUST-1129,INV-105281,2026-02-02,37526.75,ACH,Partial
PAY-946,CUST-1071,INV-101220,2026-02-26,20806.2,ACH,Partial
PAY-947,CUST-1140,INV-108897,2026-01-11,37653.48,Wire,Completed
PAY-948,CUST-1146,INV-102606,2026-02-20,35210.08,Wire,Completed
PAY-949,CUST-1050,INV-109217,2026-02-08,25790.82,Check,Completed
PAY-950,CUST-1125,INV-103283,2026-01-25,27574.73,Check,Partial
PAY-951,CUST-1001,INV-107894,2026-02-15,11286.73,Check,Partial
PAY-952,CUST-1009,INV-101316,2026-02-08,32419.29,Check,Partial
PAY-953,CUST-1196,INV-103151,2026-02-28,33750.72,Wire,Completed
PAY-954,CUST-1117,INV-100118,2026-01-24,21764.16,ACH,Partial
PAY-955,CUST-1029,INV-104693,2026-01-22,33025.84,ACH,Completed
PAY-956,CUST-1064,INV-106718,2026-02-12,20002.53,ACH,Partial
PAY-957,CUST-1108,INV-101908,2026-02-20,18627.47,Wire,Completed
PAY-958,CUST-1043,INV-104085,2026-02-17,34228.64,ACH,Partial
PAY-959,CUST-1041,INV-106378,2026-02-18,27875.7,Check,Completed
PAY-960,CUST-1002,INV-100426,2026-02-27,11053.69,Check,Partial
PAY-961,CUST-1110,INV-105735,2026-02-15,7720.54,ACH,Completed
PAY-962,CUST-1157,INV-105881,2026-02-25,41681.88,ACH,Partial
PAY-963,CUST-1164,INV-100639,2026-01-22,16345.12,Check,Completed
PAY-964,CUST-1027,INV-109395,2026-01-15,20171.23,ACH,Completed
PAY-965,CUST-1050,INV-103765,2026-01-18,34909.63,ACH,Completed
PAY-966,CUST-1114,INV-102763,2026-02-13,22602.38,ACH,Completed
PAY-967,CUST-1124,INV-106692,2026-02-14,48580.59,Wire,Partial
PAY-968,CUST-1012,INV-107618,2026-02-01,21370.72,ACH,Completed
PAY-969,CUST-1039,INV-100145,2026-02-27,40161.38,Check,Completed
PAY-970,CUST-1153,INV-103130,2026-02-25,55355.18,Wire,Partial
PAY-971,CUST-1103,INV-107570,2026-02-05,1933.8,Check,Partial
PAY-972,CUST-1157,INV-105772,2026-01-10,4107.03,Check,Partial
PAY-973,CUST-1151,INV-109248,2026-01-09,17446.77,ACH,Partial
PAY-974,CUST-1037,INV-107133,2026-02-13,10169.16,Check,Completed
PAY-975,CUST-1104,INV-101457,2026-01-25,30493.82,ACH,Completed
PAY-976,CUST-1109,INV-105490,2026-02-26,18439.43,Wire,Partial
PAY-977,CUST-1196,INV-101607,2026-01-04,3564.93,ACH,Partial
PAY-978,CUST-1015,INV-101073,2026-02-07,26015.78,ACH,Completed
PAY-979,CUST-1109,INV-101522,2026-02-15,62180.51,ACH,Partial
PAY-980,CUST-1054,INV-100535,2026-02-05,6804.03,ACH,Partial
PAY-981,CUST-1176,INV-106212,2026-02-27,21418.64,ACH,Partial
PAY-982,CUST-1126,INV-103079,2026-02-11,3953.55,Wire,Completed
PAY-983,CUST-1079,INV-100760,2026-02-06,89699.71,ACH,Partial
PAY-984,CUST-1051,INV-108399,2026-02-08,27556.94,Wire,Completed
PAY-985,CUST-1048,INV-108099,2026-01-07,16519.01,Check,Completed
PAY-986,CUST-1191,INV-103263,2026-02-11,27265.23,ACH,Partial
PAY-987,CUST-1047,INV-101997,2026-02-23,12037.84,Check,Partial
PAY-988,CUST-1073,INV-104005,2026-03-01,14499.98,Wire,Partial
PAY-989,CUST-1081,INV-109587,2026-01-26,28672.81,ACH,Completed
PAY-990,CUST-1037,INV-100025,2026-01-20,14846.1,ACH,Partial
PAY-991,CUST-1016,INV-108698,2026-02-14,14998.37,Check,Partial
PAY-992,CUST-1040,INV-100860,2026-03-01,26537.61,Check,Completed
PAY-993,CUST-1053,INV-104473,2026-02-16,5636.55,Check,Completed
PAY-994,CUST-1039,INV-107683,2026-01-21,44143.58,Wire,Partial
PAY-995,CUST-1030,INV-108151,2026-01-05,75498.19,Wire,Completed
PAY-996,CUST-1089,INV-104160,2026-02-26,11029.2,ACH,Partial
PAY-997,CUST-1153,INV-103981,2026-01-30,26450.0,Check,Completed
PAY-998,CUST-1075,INV-102850,2026-02-17,44714.2,Wire,Completed
PAY-999,CUST-1145,INV-100596,2026-02-28,21822.89,Wire,Partial
PAY-1000,CUST-1034,INV-102019,2026-02-07,36956.17,Wire,Partial
PAY-1001,CUST-1122,INV-106422,2026-02-05,4611.68,Check,Partial
PAY-1002,CUST-1119,INV-105907,2026-02-07,2559.51,Wire,Partial
PAY-1003,CUST-1055,INV-105977,2026-01-23,31205.81,Wire,Completed
PAY-1004,CUST-1116,INV-100168,2026-01-23,14678.81,Check,Completed
PAY-1005,CUST-1029,INV-101923,2026-02-27,25273.64,Wire,Partial
PAY-1006,CUST-1172,INV-106506,2026-02-17,27790.66,Check,Partial
PAY-1007,CUST-1074,INV-107654,2026-02-20,38915.52,Check,Partial
PAY-1008,CUST-1051,INV-106227,2026-01-06,8791.9,Wire,Completed
PAY-1009,CUST-1195,INV-103309,2026-02-12,66442.19,Check,Completed
PAY-1010,CUST-1054,INV-107625,2026-02-15,28533.49,ACH,Partial
PAY-1011,CUST-1137,INV-107873,2026-01-23,27356.93,Check,Completed
PAY-1012,CUST-1181,INV-108700,2026-01-15,21122.24,ACH,Partial
PAY-1013,CUST-1033,INV-104076,2026-01-01,18962.87,ACH,Partial
PAY-1014,CUST-1190,INV-106984,2026-02-05,51833.62,Check,Completed
PAY-1015,CUST-1158,INV-105117,2026-02-08,88239.98,ACH,Completed
PAY-1016,CUST-1191,INV-100873,2026-01-28,48292.98,ACH,Partial
PAY-1017,CUST-1177,INV-103842,2026-01-10,33303.45,Wire,Partial
PAY-1018,CUST-1155,INV-105823,2026-02-02,26961.04,Check,Partial
PAY-1019,CUST-1106,INV-100181,2026-02-15,103262.91,Check,Completed
PAY-1020,CUST-1036,INV-108198,2026-01-24,56579.09,ACH,Partial
PAY-1021,CUST-1159,INV-104760,2026-01-06,68422.22,Check,Partial
PAY-1022,CUST-1034,INV-100407,2026-01-14,37819.45,Check,Completed
PAY-1023,CUST-1184,INV-106405,2026-02-23,95332.61,Wire,Partial
PAY-1024,CUST-1188,INV-109614,2026-02-01,21289.6,Wire,Completed
PAY-1025,CUST-1084,INV-109806,2026-01-19,32859.12,Check,Partial
PAY-1026,CUST-1031,INV-107356,2026-01-06,49204.75,Wire,Partial
PAY-1027,CUST-1007,INV-108058,2026-01-20,16627.52,Check,Partial
PAY-1028,CUST-1162,INV-100825,2026-01-25,42882.35,Wire,Partial
PAY-1029,CUST-1022,INV-105740,2026-01-20,11454.14,ACH,Completed
PAY-1030,CUST-1092,INV-100095,2026-02-07,16516.16,Wire,Completed
PAY-1031,CUST-1165,INV-108590,2026-01-11,20895.28,ACH,Completed
PAY-1032,CUST-1018,INV-101261,2026-02-01,60553.2,Wire,Completed
PAY-1033,CUST-1181,INV-106023,2026-01-29,5280.62,Check,Completed
PAY-1034,CUST-1044,INV-107700,2026-01-30,28959.46,Check,Completed
PAY-1035,CUST-1035,INV-107980,2026-01-29,45577.59,ACH,Partial
PAY-1036,CUST-1176,INV-108920,2026-01-22,22956.77,ACH,Completed
PAY-1037,CUST-1187,INV-105090,2026-01-11,115867.63,Check,Partial
PAY-1038,CUST-1055,INV-101656,2026-02-18,52952.66,Wire,Partial
PAY-1039,CUST-1063,INV-108999,2026-01-20,29279.6,ACH,Completed
PAY-1040,CUST-1061,INV-105469,2026-02-10,74963.85,Check,Completed
PAY-1041,CUST-1058,INV-105470,2026-01-14,36005.7,Wire,Completed
PAY-1042,CUST-1000,INV-108958,2026-01-27,19695.63,Check,Completed
PAY-1043,CUST-1096,INV-105130,2026-02-27,5897.82,Check,Partial
PAY-1044,CUST-1076,INV-105241,2026-02-07,27378.34,Wire,Completed
PAY-1045,CUST-1004,INV-100381,2026-03-01,34226.9,Wire,Completed
PAY-1046,CUST-1146,INV-100294,2026-01-04,52133.77,Wire,Partial
PAY-1047,CUST-1057,INV-100054,2026-01-07,57305.39,Wire,Partial
PAY-1048,CUST-1056,INV-105963,2026-01-30,37727.92,Check,Completed
PAY-1049,CUST-1169,INV-108834,2026-01-10,25214.35,Check,Completed
PAY-1050,CUST-1072,INV-105546,2026-01-07,12255.39,Check,Completed
PAY-1051,CUST-1133,INV-100079,2026-01-05,72396.39,Wire,Partial
PAY-1052,CUST-1084,INV-108831,2026-01-04,3379.24,Check,Partial
PAY-1053,CUST-1021,INV-109704,2026-02-16,66788.77,Check,Completed
PAY-1054,CUST-1052,INV-105370,2026-02-05,41782.12,Wire,Partial
PAY-1055,CUST-1056,INV-102343,2026-01-15,55560.57,Wire,Completed
PAY-1056,CUST-1125,INV-103906,2026-02-08,30972.59,ACH,Partial
PAY-1057,CUST-1102,INV-104834,2026-02-07,25649.51,Wire,Completed
PAY-1058,CUST-1111,INV-100898,2026-02-05,25098.47,Check,Completed
PAY-1059,CUST-1050,INV-103998,2026-02-20,35370.49,Wire,Completed
PAY-1060,CUST-1004,INV-101512,2026-01-02,34755.48,ACH,Completed
PAY-1061,CUST-1149,INV-101820,2026-01-15,41474.5,ACH,Partial
PAY-1062,CUST-1113,INV-107293,2026-01-20,22609.9,Check,Partial
PAY-1063,CUST-1134,INV-102815,2026-02-24,8028.84,Wire,Completed
PAY-1064,CUST-1063,INV-109504,2026-02-03,29201.84,Wire,Partial
PAY-1065,CUST-1184,INV-102021,2026-01-13,15269.12,ACH,Completed
PAY-1066,CUST-1025,INV-103250,2026-03-01,16508.44,Wire,Completed
PAY-1067,CUST-1024,INV-105199,2026-01-25,33925.94,Check,Partial
PAY-1068,CUST-1068,INV-104192,2026-01-14,24774.19,Check,Completed
PAY-1069,CUST-1159,INV-100029,2026-02-10,19724.71,Wire,Partial
PAY-1070,CUST-1007,INV-100993,2026-02-17,12941.49,Wire,Partial
PAY-1071,CUST-1008,INV-105794,2026-02-23,8354.64,Check,Completed
PAY-1072,CUST-1053,INV-101286,2026-01-09,16129.45,Wire,Completed
PAY-1073,CUST-1019,INV-109055,2026-02-18,45367.96,ACH,Completed
PAY-1074,CUST-1195,INV-105185,2026-02-23,15500.5,ACH,Partial
PAY-1075,CUST-1194,INV-106879,2026-02-04,54820.09,Wire,Partial
PAY-1076,CUST-1171,INV-104948,2026-01-22,60105.85,ACH,Partial
PAY-1077,CUST-1168,INV-105904,2026-01-05,3075.54,Check,Completed
PAY-1078,CUST-1169,INV-107437,2026-02-13,62852.88,Wire,Completed
PAY-1079,CUST-1138,INV-109249,2026-02-06,50274.7,ACH,Partial
PAY-1080,CUST-1111,INV-108787,2026-01-14,19824.45,Check,Partial
PAY-1081,CUST-1126,INV-101940,2026-01-17,48924.6,Wire,Partial
PAY-1082,CUST-1170,INV-106831,2026-01-05,33973.89,Wire,Partial
PAY-1083,CUST-1135,INV-102361,2026-01-13,32987.49,Wire,Completed
PAY-1084,CUST-1173,INV-105574,2026-02-28,49392.75,Wire,Partial
PAY-1085,CUST-1033,INV-109193,2026-02-23,6418.34,ACH,Partial
PAY-1086,CUST-1067,INV-100156,2026-02-16,23738.8,Wire,Completed
PAY-1087,CUST-1142,INV-102952,2026-01-31,28117.75,Wire,Partial
PAY-1088,CUST-1145,INV-101230,2026-02-18,37750.97,ACH,Completed
PAY-1089,CUST-1138,INV-107579,2026-01-10,45735.4,ACH,Completed
PAY-1090,CUST-1146,INV-101189,2026-02-17,22490.64,Check,Partial
PAY-1091,CUST-1072,INV-107694,2026-01-23,41236.83,ACH,Completed
PAY-1092,CUST-1024,INV-104600,2026-01-29,24916.44,Wire,Partial
PAY-1093,CUST-1149,INV-100543,2026-01-16,18998.98,ACH,Partial
PAY-1094,CUST-1189,INV-101575,2026-01-17,34823.21,Wire,Partial
PAY-1095,CUST-1164,INV-109291,2026-01-07,81318.12,ACH,Completed
PAY-1096,CUST-1137,INV-105889,2026-02-12,26311.18,Check,Completed
PAY-1097,CUST-1080,INV-105864,2026-01-14,12680.31,Check,Partial
PAY-1098,CUST-1051,INV-108483,2026-02-13,94645.45,Check,Partial
PAY-1099,CUST-1076,INV-101433,2026-01-09,110697.02,Check,Partial
PAY-1100,CUST-1067,INV-100612,2026-01-07,12713.75,Check,Partial
PAY-1101,CUST-1027,INV-102640,2026-01-14,26837.38,ACH,Partial
PAY-1102,CUST-1157,INV-107288,2026-01-16,16453.08,Wire,Completed
PAY-1103,CUST-1173,INV-107678,2026-03-01,28300.84,ACH,Completed
PAY-1104,CUST-1167,INV-108922,2026-01-10,24063.32,Check,Partial
PAY-1105,CUST-1148,INV-106377,2026-03-01,35080.35,Check,Partial
PAY-1106,CUST-1142,INV-108409,2026-01-05,26094.8,Wire,Completed
PAY-1107,CUST-1130,INV-109677,2026-02-20,22560.93,Check,Completed
PAY-1108,CUST-1080,INV-107506,2026-01-07,33711.2,ACH,Completed
PAY-1109,CUST-1096,INV-101770,2026-01-22,11800.82,Check,Completed
PAY-1110,CUST-1196,INV-105696,2026-01-24,105653.62,Check,Completed
PAY-1111,CUST-1007,INV-108437,2026-02-09,88462.76,Wire,Completed
PAY-1112,CUST-1136,INV-100403,2026-02-11,23536.34,Check,Completed
PAY-1113,CUST-1121,INV-106112,2026-02-28,37730.1,ACH,Completed
PAY-1114,CUST-1089,INV-102080,2026-01-22,40745.96,Check,Completed
PAY-1115,CUST-1129,INV-109640,2026-02-24,42694.79,ACH,Partial
PAY-1116,CUST-1164,INV-108460,2026-02-04,34644.67,Check,Completed
PAY-1117,CUST-1139,INV-109968,2026-02-15,13175.19,ACH,Partial
PAY-1118,CUST-1018,INV-106442,2026-02-21,36562.28,Check,Completed
PAY-1119,CUST-1026,INV-108304,2026-02-24,47865.3,Wire,Completed
PAY-1120,CUST-1151,INV-103912,2026-02-23,32988.59,ACH,Completed
PAY-1121,CUST-1193,INV-105623,2026-01-03,42475.8,Check,Partial
PAY-1122,CUST-1015,INV-105101,2026-02-16,29501.62,ACH,Completed
PAY-1123,CUST-1001,INV-109536,2026-02-11,80627.61,Check,Partial
